account_no,customer_name,branch_id,branch_name,brand,model_code,vehicle_category,gross_principal_amount,down_payment,principal_loan_amount,term_years,term_months,factor_rate,total_payable,monthly_amortization,current_term,remaining_terms,term_progress_ratio,monthly_income,dti_ratio,employment_type,residential_ownership,length_of_stay_years,marital_status,dependents_count,payment_method_preference,behavioral_archetype,ci_negative_flags,has_phone_bounce,rebate_streak,late_penalty_streak,overdue_count,partial_payment_ratio,on_time_reliability,current_status,total_paid_gross,total_penalties_paid,total_paid_net,principal_paid,remaining_principal,total_arrears,early_settlement_amount,early_savings,buyout_propensity,will_default_90d,early_settlement_target
ACC-2033681,"Mendoza, Melvin",3,TUBOD,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,84900.0,15100.0,69800.0,2,24,1.48,103304.0,4304.33,7,17,0.292,28000.0,0.154,Agriculture / Rice / Coconut Farmer,Owned (Clean Land Title),8.3,Single,1,GCash / Maya,SEASONAL_HARVEST,0,0,0,0,1,1.0,0.756,delinquent,30130.31,0.0,30130.31,20358.32,49441.68,4504.33,62296.52,10877.17,LOW,0,0
ACC-2033682,"Macapagal, Alexander",1,LALA,HONDA,CT100B,Backbone/Tricycle,62000.0,10000.0,52000.0,3,36,1.72,89440.0,2484.44,5,31,0.139,51900.0,0.048,OFW Remittance / Seafarer Family,Owned (Clean Land Title),3.7,Married,4,GCash / Maya,PRIME_CONSISTENT,2,0,3,1,0,0.95,0.83,active,11801.09,200.0,11601.09,6744.82,45255.18,0.0,57021.53,20817.38,LOW,0,0
ACC-2033683,"Aquino, Noel",2,KAPATAGAN,HONDA,CLICK 160,Maxi-Scooter,138000.0,18000.0,120000.0,3,36,1.72,206400.0,5733.33,8,28,0.222,44600.0,0.129,BPO / Tech / Remote Specialist,Owned (Clean Land Title),2.4,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,8,0,0,1.0,0.968,active,45866.64,0.0,45866.64,26666.65,93333.35,0.0,117600.02,42933.34,LOW,0,0
ACC-2033684,"Mercado, Rowena",3,TUBOD,YAMAHA,NMAX 155,Maxi-Scooter,148900.0,34700.0,114200.0,2,24,1.48,169016.0,7042.33,13,11,0.542,86900.0,0.081,OFW Remittance / Seafarer Family,Owned (Clean Land Title),7.3,Married,2,Cash at Counter,PRIME_CONSISTENT,2,0,3,0,0,0.97,0.823,active,88803.78,0.0,88803.78,60002.55,54197.45,0.0,80212.23,0.0,LOW,0,0
ACC-2033685,"De Leon, Dante",1,LALA,HONDA,ADV160,Adventure Scooter,165400.0,18000.0,147400.0,1,12,1.26,185724.0,15477.0,9,3,0.75,23900.0,0.648,Private Corporate / Bank / Office Staff,Rented House / Apartment,2.9,Married,3,Bank Transfer,SEVERE_DEFAULT_HAZARD,2,0,0,5,4,0.22,0.269,defaulted,30644.46,1000.0,29644.46,23527.35,123872.65,62708.0,156079.54,0.0,LOW,1,0
ACC-2033686,"Espino, Fatima",1,LALA,YAMAHA,SNIPER 155,Sport Underbone,125400.0,34500.0,90900.0,1,12,1.26,114534.0,9544.5,9,3,0.75,30500.0,0.313,Government / Public Teacher / Uniformed,Owned (Clean Land Title),4.7,Married,2,GCash / Maya,PRIME_CONSISTENT,1,0,2,0,0,0.96,0.939,active,82464.48,0.0,82464.48,65448.0,25452.0,0.0,32069.52,0.0,LOW,0,0
ACC-2033687,"Retiza, Juan",3,TUBOD,SUZUKI,RAIDER 150 FI,Underbone,118400.0,32100.0,86300.0,2,24,1.48,127724.0,5321.83,23,1,0.958,30200.0,0.176,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),10.7,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,16,0,0,1.0,0.986,active,122402.09,0.0,122402.09,82704.11,3595.89,0.0,5321.92,0.0,HIGH,0,1
ACC-2033688,"Santos, Karen",2,KAPATAGAN,YAMAHA,MIO GEAR 125,Scooter,80900.0,13900.0,67000.0,2,24,1.48,99160.0,4131.67,8,16,0.333,25700.0,0.161,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,3.0,Married,3,Bank Transfer,PRIME_CONSISTENT,0,0,8,0,0,1.0,0.986,active,33053.36,0.0,33053.36,22333.35,44666.65,0.0,56279.98,9826.66,LOW,0,0
ACC-2033689,"Mercado, Juan",1,LALA,SUZUKI,RAIDER 150 FI,Underbone,118400.0,28500.0,89900.0,2,24,1.48,133052.0,5543.83,11,13,0.458,56700.0,0.098,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),11.8,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.98,active,60982.13,0.0,60982.13,41204.14,48695.86,0.0,61356.78,10713.09,HIGH,0,1
ACC-2033690,"Fernandez, Gemma",3,TUBOD,SUZUKI,SMASH 115,Underbone,59400.0,15400.0,44000.0,2,24,1.48,65120.0,2713.33,21,3,0.875,33100.0,0.082,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,2.5,Married,2,Bank Transfer,PRIME_CONSISTENT,0,0,5,0,0,0.98,0.884,active,55840.33,0.0,55840.33,37729.95,6270.05,0.0,9279.67,0.0,LOW,0,0
ACC-2033691,"Ramos, Cristina",3,TUBOD,YAMAHA,MIO SPORTY,Scooter,76900.0,12600.0,64300.0,3,36,1.72,110596.0,3072.11,31,5,0.861,62100.0,0.049,Government / Public Teacher / Uniformed,Living with Parents / Family Compound,1.2,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,1,0,0,1.0,0.911,active,95235.41,0.0,95235.41,55369.42,8930.58,0.0,15360.6,0.0,LOW,0,0
ACC-2033692,"Santos, Karen",1,LALA,YAMAHA,MIO FAZZIO,Retro Scooter,96900.0,12000.0,84900.0,2,24,1.48,125652.0,5235.5,5,19,0.208,55800.0,0.094,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),5.9,Married,1,Cash at Counter,PRIME_CONSISTENT,1,0,5,0,0,1.0,0.958,active,26177.5,0.0,26177.5,17687.5,67212.5,0.0,84687.75,14786.75,LOW,0,0
ACC-2033693,"Perez, Jerome",3,TUBOD,YAMAHA,AEROX 155,Sport Scooter,126900.0,32400.0,94500.0,2,24,1.48,139860.0,5827.5,5,19,0.208,54800.0,0.106,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,5.3,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.991,active,29137.5,0.0,29137.5,19687.5,74812.5,0.0,94263.75,16458.75,LOW,0,0
ACC-2033694,"Retiza, Marilou",2,KAPATAGAN,YAMAHA,NMAX 155,Maxi-Scooter,154900.0,36600.0,118300.0,1,12,1.26,149058.0,12421.5,7,5,0.583,18000.0,0.69,Skilled Tradesman / Welder / Carpenter,Rented House / Apartment,6.3,Married,2,Bank Transfer,SEVERE_DEFAULT_HAZARD,1,0,0,3,2,0.41,0.379,delinquent,35649.7,600.0,35049.7,27817.22,90482.78,25243.0,114008.3,0.0,LOW,0,0
ACC-2033695,"Retiza, Alexander",2,KAPATAGAN,HONDA,BEAT PREMIUM,Scooter,69400.0,13300.0,56100.0,1,12,1.26,70686.0,5890.5,7,5,0.583,66000.0,0.089,BPO / Tech / Remote Specialist,Owned (Clean Land Title),7.7,Single,1,Bank Transfer,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.968,active,41233.5,0.0,41233.5,32725.0,23375.0,0.0,29452.5,0.0,LOW,0,0
ACC-2033696,"Alcantara, Maria",2,KAPATAGAN,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,80400.0,8500.0,71900.0,2,24,1.48,106412.0,4433.83,10,14,0.417,62000.0,0.072,Government / Public Teacher / Uniformed,Owned (Clean Land Title),38.8,Married,1,Cash at Counter,ADVANCE_PREPAYER,1,0,11,0,0,1.4,1.0,active,62073.62,0.0,62073.62,41941.64,29958.36,0.0,37747.53,6590.84,HIGH,0,1
ACC-2033697,"Torres, Danilo",1,LALA,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,80400.0,18500.0,61900.0,3,36,1.72,106468.0,2957.44,36,0,1.0,73100.0,0.04,BPO / Tech / Remote Specialist,Owned (Clean Land Title),2.1,Married,2,Cash at Counter,ADVANCE_PREPAYER,0,0,12,0,0,1.0,1.0,active,106467.84,0.0,106467.84,61899.91,0.09,0.0,0.15,0.0,LOW,0,0
ACC-2033698,"Perez, Reynaldo",3,TUBOD,YAMAHA,NMAX 155,Maxi-Scooter,151900.0,35300.0,116600.0,3,36,1.72,200552.0,5570.89,7,29,0.194,49400.0,0.113,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),2.8,Head of Household,1,Cash at Counter,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.99,active,38996.23,0.0,38996.23,22672.23,93927.77,0.0,118348.99,43206.77,LOW,0,0
ACC-2033699,"Tan, Michael",1,LALA,YAMAHA,MIO GEAR 125,Scooter,82400.0,16700.0,65700.0,2,24,1.48,97236.0,4051.5,20,4,0.833,38200.0,0.106,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,4.4,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,15,0,0,1.0,0.969,active,81030.0,0.0,81030.0,54750.0,10950.0,0.0,16206.0,0.0,LOW,0,0
ACC-2033700,"Garcia, Jose",3,TUBOD,HONDA,PCX160,Maxi-Scooter,136500.0,16600.0,119900.0,3,36,1.72,206228.0,5728.56,5,31,0.139,108400.0,0.053,OFW Remittance / Seafarer Family,Rented House / Apartment,4.4,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.992,active,28642.8,0.0,28642.8,16652.79,103247.21,0.0,130091.48,47493.72,LOW,0,0
ACC-2033701,"Perez, Juan",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,128400.0,29000.0,99400.0,1,12,1.26,125244.0,10437.0,4,8,0.333,92400.0,0.113,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,3.0,Married,2,GCash / Maya,CHRONIC_OVERDUE,2,1,0,2,1,0.84,0.527,delinquent,35068.32,400.0,34668.32,27514.54,71885.46,10637.0,90575.68,0.0,LOW,1,0
ACC-2033702,"Tan, Dante",1,LALA,HONDA,TMX125 ALPHA,Backbone/Utility,60900.0,10200.0,50700.0,2,24,1.48,75036.0,3126.5,19,5,0.792,21800.0,0.143,Retail Store / Security / Service Crew,Owned (Clean Land Title),2.6,Married,1,Cash at Counter,PRIME_CONSISTENT,1,0,5,0,0,0.97,0.851,active,57621.39,0.0,57621.39,38933.37,11766.63,0.0,17414.61,0.0,LOW,0,0
ACC-2033703,"Santos, Rommel",1,LALA,YAMAHA,AEROX 155,Sport Scooter,123900.0,24900.0,99000.0,1,12,1.26,124740.0,10395.0,10,2,0.833,34200.0,0.304,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,5.8,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,1,1,0,0.95,0.902,active,98752.5,200.0,98552.5,78216.27,20783.73,0.0,26187.5,0.0,LOW,1,0
ACC-2033704,"Mendoza, Kenneth",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,128400.0,13500.0,114900.0,2,24,1.48,170052.0,7085.5,23,1,0.958,53600.0,0.132,Private Corporate / Bank / Office Staff,Rented House / Apartment,5.7,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.952,active,162966.5,0.0,162966.5,110112.5,4787.5,0.0,7085.5,0.0,HIGH,0,1
ACC-2033705,"Tan, Jerome",1,LALA,KAWASAK,P24KK,Backbone/Tricycle,62000.0,14600.0,47400.0,3,36,1.72,81528.0,2264.67,19,17,0.528,54500.0,0.042,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,2.9,Single,1,Cash at Counter,PRIME_CONSISTENT,0,0,4,1,0,0.97,0.878,active,41737.87,200.0,41537.87,24149.92,23250.08,0.0,34410.12,5580.02,LOW,0,0
ACC-2033706,"Villanueva, Jomar",3,TUBOD,KAWASAKI,ROUSER NS125,Sport Backbone,85000.0,11400.0,73600.0,3,36,1.72,126592.0,3516.44,29,7,0.806,109000.0,0.032,OFW Remittance / Seafarer Family,Owned (Clean Land Title),14.1,Single,4,Cash at Counter,PRIME_CONSISTENT,1,0,12,0,0,1.0,0.961,active,101976.76,0.0,101976.76,59288.81,14311.19,0.0,24615.25,0.0,LOW,0,0
ACC-2033707,"Reyes, Noel",3,TUBOD,HONDA,CT100B,Backbone/Tricycle,59000.0,16300.0,42700.0,3,36,1.72,73444.0,2040.11,10,26,0.278,55800.0,0.037,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),5.2,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,8,0,0,1.0,0.945,active,20401.1,0.0,20401.1,11861.1,30838.9,0.0,38857.01,14185.9,MEDIUM,0,1
ACC-2033708,"Tolentino, Elena",1,LALA,SUZUKI,RAIDER 150 FI,Underbone,118400.0,24900.0,93500.0,2,24,1.48,138380.0,5765.83,19,5,0.792,58900.0,0.098,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,6.1,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,14,0,0,1.0,0.989,active,109550.77,0.0,109550.77,74020.79,19479.21,0.0,28829.23,0.0,LOW,0,0
ACC-2033709,"Retiza, Jose",1,LALA,HONDA,WAVE RSX,Underbone,63400.0,11700.0,51700.0,3,36,1.72,88924.0,2470.11,35,1,0.972,20200.0,0.122,Retail Store / Security / Service Crew,Owned (Clean Land Title),15.1,Head of Household,3,GCash / Maya,PRIME_CONSISTENT,0,0,14,0,0,1.0,0.993,active,86453.85,0.0,86453.85,50263.87,1436.13,0.0,2470.14,0.0,LOW,0,0
ACC-2033710,"Dela Cruz, Arnel",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,65000.0,9900.0,55100.0,3,36,1.72,94772.0,2632.56,7,29,0.194,28300.0,0.093,Healthcare / Nurse / Medical Staff,Rented House / Apartment,11.5,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.957,active,18427.92,0.0,18427.92,10713.91,44386.09,0.0,55926.47,20417.6,LOW,0,0
ACC-2033711,"Santos, Ramil",3,TUBOD,HONDA,BEAT PREMIUM,Scooter,70900.0,11800.0,59100.0,2,24,1.48,87468.0,3644.5,20,4,0.833,16200.0,0.225,Tricycle / Habal-Habal / Courier Driver,Informal Settler / Mortgaged / Tenant,3.8,Head of Household,2,GCash / Maya,CHRONIC_OVERDUE,0,0,0,2,1,0.86,0.436,delinquent,62685.4,400.0,62285.4,42084.73,17015.27,3844.5,25182.6,0.0,LOW,1,0
ACC-2033712,"De Leon, Shirley",3,TUBOD,HONDA,WAVE RSX,Underbone,63400.0,9100.0,54300.0,2,24,1.48,80364.0,3348.5,16,8,0.667,54200.0,0.062,Government / Public Teacher / Uniformed,Rented House / Apartment,1.4,Single,4,Cash at Counter,PRIME_CONSISTENT,0,0,2,1,0,0.96,0.824,active,51432.96,200.0,51232.96,34616.86,19683.14,0.0,29131.05,0.0,LOW,0,0
ACC-2033713,"Abad, Cristina",3,TUBOD,HONDA,PCX160,Maxi-Scooter,136500.0,27100.0,109400.0,2,24,1.48,161912.0,6746.33,12,12,0.5,43200.0,0.156,Government / Public Teacher / Uniformed,Owned (Clean Land Title),8.2,Single,3,Cash at Counter,ADVANCE_PREPAYER,0,0,7,0,0,1.25,1.0,active,101194.95,0.0,101194.95,68374.97,41025.03,0.0,60717.04,0.0,HIGH,0,1
ACC-2033714,"Tolentino, Rowena",2,KAPATAGAN,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,67000.0,13600.0,53400.0,2,24,1.48,79032.0,3293.0,13,11,0.542,63200.0,0.052,BPO / Tech / Remote Specialist,Owned (Clean Land Title),3.2,Married,2,Field Agent Collector,PRIME_CONSISTENT,0,0,13,0,0,1.0,0.998,active,42809.0,0.0,42809.0,28925.0,24475.0,0.0,36223.0,0.0,LOW,0,0
ACC-2033715,"Lim, Noel",1,LALA,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,70000.0,15700.0,54300.0,3,36,1.72,93396.0,2594.33,13,23,0.361,24300.0,0.107,Agriculture / Rice / Coconut Farmer,Informal Settler / Mortgaged / Tenant,22.8,Head of Household,4,Cash at Counter,CHRONIC_OVERDUE,0,0,0,4,2,0.71,0.445,delinquent,23945.67,800.0,23145.67,13456.78,40843.22,5588.66,60447.97,9802.37,LOW,0,0
ACC-2033716,"Abad, Noel",3,TUBOD,KAWASAK,CLICK 125I,Scooter,85000.0,17200.0,67800.0,2,24,1.48,100344.0,4181.0,10,14,0.417,32800.0,0.127,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,6.2,Head of Household,3,Field Agent Collector,CHRONIC_OVERDUE,2,0,0,2,2,0.75,0.473,delinquent,31357.5,400.0,30957.5,20917.23,46882.77,8762.0,59072.29,10314.21,LOW,1,0
ACC-2033717,"Alcantara, Rolando",1,LALA,HONDA,TMX125 ALPHA,Backbone/Utility,59400.0,11500.0,47900.0,3,36,1.72,82388.0,2288.56,25,11,0.694,71900.0,0.032,BPO / Tech / Remote Specialist,Owned (Clean Land Title),5.1,Single,2,Cash at Counter,PRIME_CONSISTENT,0,0,13,0,0,1.0,0.946,active,57214.0,0.0,57214.0,33263.95,14636.05,0.0,25174.01,0.0,LOW,0,0
ACC-2033718,"Santos, Bernadette",3,TUBOD,YAMAHA,MIO FAZZIO,Retro Scooter,90900.0,13700.0,77200.0,3,36,1.72,132784.0,3688.44,14,22,0.389,28300.0,0.13,Skilled Tradesman / Welder / Carpenter,Rented House / Apartment,5.9,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,4,1,0,0.96,0.916,active,49572.63,200.0,49372.63,28705.02,48494.98,0.0,71772.57,11638.8,LOW,0,0
ACC-2033719,"Villanueva, Jerome",2,KAPATAGAN,YAMAHA,MIO GEAR 125,Scooter,82400.0,9300.0,73100.0,3,36,1.72,125732.0,3492.56,4,32,0.111,45400.0,0.077,OFW Remittance / Seafarer Family,Rented House / Apartment,6.5,Married,2,Cash at Counter,PRIME_CONSISTENT,1,0,1,1,0,0.96,0.892,active,13411.43,200.0,13211.43,7681.06,65418.94,0.0,82427.86,30092.72,LOW,0,0
ACC-2033720,"Retiza, Noel",1,LALA,YAMAHA,MIO FAZZIO,Retro Scooter,93900.0,21300.0,72600.0,1,12,1.26,91476.0,7623.0,5,7,0.417,29500.0,0.258,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,3.2,Single,0,Cash at Counter,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.972,active,38115.0,0.0,38115.0,30250.0,42350.0,0.0,53361.0,0.0,LOW,0,0
ACC-2033721,"Perez, Shirley",2,KAPATAGAN,HONDA,ADV160,Adventure Scooter,168400.0,20800.0,147600.0,2,24,1.48,218448.0,9102.0,21,3,0.875,33500.0,0.272,Skilled Tradesman / Welder / Carpenter,Owned (Clean Land Title),5.7,Single,2,Cash at Counter,PRIME_CONSISTENT,1,0,2,0,0,0.98,0.879,active,187319.16,0.0,187319.16,126567.0,21033.0,0.0,31128.84,0.0,LOW,0,0
ACC-2033722,"Santos, Ramil",3,TUBOD,KAWASAKI,ROUSER NS125,Sport Backbone,79000.0,13700.0,65300.0,2,24,1.48,96644.0,4026.83,4,20,0.167,67700.0,0.059,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,4.5,Married,5,Cash at Counter,ADVANCE_PREPAYER,0,0,7,0,0,1.75,1.0,active,28187.81,0.0,28187.81,19045.82,46254.18,0.0,58280.27,10175.92,LOW,0,0
ACC-2033723,"Lim, Mark",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,62000.0,8200.0,53800.0,3,36,1.72,92536.0,2570.44,20,16,0.556,27100.0,0.095,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),12.0,Single,1,Field Agent Collector,PRIME_CONSISTENT,0,0,15,0,0,1.0,0.993,active,51408.8,0.0,51408.8,29888.84,23911.16,0.0,35388.52,5738.68,LOW,0,0
ACC-2033724,"Torres, Christian",3,TUBOD,YAMAHA,MIO SPORTY,Scooter,75400.0,8800.0,66600.0,2,24,1.48,98568.0,4107.0,22,2,0.917,31300.0,0.131,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,4.0,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,2,0,0,0.96,0.913,active,86739.84,0.0,86739.84,58608.0,7992.0,0.0,11828.16,0.0,LOW,0,0
ACC-2033725,"Valdez, Juan",3,TUBOD,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,80400.0,13400.0,67000.0,2,24,1.48,99160.0,4131.67,24,0,1.0,30400.0,0.136,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,17.9,Single,1,Field Agent Collector,PRIME_CONSISTENT,0,0,5,0,0,0.98,0.822,active,97176.88,0.0,97176.88,65660.05,1339.95,0.0,2304.71,0.0,LOW,0,0
ACC-2033726,"Espino, Fatima",2,KAPATAGAN,YAMAHA,MIO SPORTY,Scooter,76900.0,14800.0,62100.0,2,24,1.48,91908.0,3829.5,14,10,0.583,45300.0,0.085,Private Corporate / Bank / Office Staff,Informal Settler / Mortgaged / Tenant,3.7,Married,3,Cash at Counter,PRIME_CONSISTENT,0,0,2,1,0,0.95,0.876,active,50932.35,200.0,50732.35,34278.61,27821.39,0.0,41175.66,0.0,LOW,0,0
ACC-2033727,"Espino, Alexander",3,TUBOD,YAMAHA,AEROX 155,Sport Scooter,126900.0,26700.0,100200.0,1,12,1.26,126252.0,10521.0,8,4,0.667,56200.0,0.187,Healthcare / Nurse / Medical Staff,Living with Parents / Family Compound,4.1,Married,2,Cash at Counter,PRIME_CONSISTENT,1,0,8,0,0,1.0,0.988,active,84168.0,0.0,84168.0,66800.0,33400.0,0.0,42084.0,0.0,LOW,0,0
ACC-2033728,"Villanueva, Noel",1,LALA,KAWASAK,P24KK,Backbone/Tricycle,60500.0,13300.0,47200.0,1,12,1.26,59472.0,4956.0,11,1,0.917,21700.0,0.228,Agriculture / Rice / Coconut Farmer,Living with Parents / Family Compound,12.0,Single,2,GCash / Maya,SEASONAL_HARVEST,0,0,1,0,1,0.96,0.775,delinquent,52335.36,0.0,52335.36,41536.0,5664.0,5156.0,7136.64,0.0,LOW,0,0
ACC-2033729,"Magno, Kenneth",2,KAPATAGAN,HONDA,PCX160,Maxi-Scooter,138000.0,36200.0,101800.0,2,24,1.48,150664.0,6277.67,8,16,0.333,18700.0,0.336,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,4.5,Single,1,Field Agent Collector,SEVERE_DEFAULT_HAZARD,2,1,0,6,3,0.18,0.378,defaulted,9039.84,1200.0,7839.84,5297.19,96502.81,19433.01,121593.54,21230.62,LOW,0,0
ACC-2033730,"Retiza, Kenneth",1,LALA,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,67000.0,16300.0,50700.0,2,24,1.48,75036.0,3126.5,22,2,0.917,96500.0,0.032,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,5.2,Single,0,GCash / Maya,PRIME_CONSISTENT,1,0,18,0,0,1.0,0.963,active,68783.0,0.0,68783.0,46475.0,4225.0,0.0,6253.0,0.0,HIGH,0,1
ACC-2033731,"Villanueva, Noel",2,KAPATAGAN,YAMAHA,NMAX 155,Maxi-Scooter,150400.0,34800.0,115600.0,3,36,1.72,198832.0,5523.11,29,7,0.806,69900.0,0.079,BPO / Tech / Remote Specialist,Owned (Clean Land Title),10.4,Married,1,GCash / Maya,PRIME_CONSISTENT,3,0,4,1,0,0.99,0.933,active,158568.49,200.0,158368.49,92074.7,23525.3,0.0,40463.52,0.0,LOW,0,0
ACC-2033732,"Macapagal, Angelica",3,TUBOD,YAMAHA,MIO FAZZIO,Retro Scooter,93900.0,13100.0,80800.0,2,24,1.48,119584.0,4982.67,20,4,0.833,63800.0,0.078,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,7.9,Married,3,Field Agent Collector,PRIME_CONSISTENT,0,0,5,0,0,0.99,0.912,active,98656.87,0.0,98656.87,66660.05,14139.95,0.0,20927.13,0.0,LOW,0,0
ACC-2033733,"Macapagal, Christian",2,KAPATAGAN,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,70000.0,12300.0,57700.0,2,24,1.48,85396.0,3558.17,7,17,0.292,49500.0,0.072,Government / Public Teacher / Uniformed,Owned (Clean Land Title),3.6,Married,2,GCash / Maya,ADVANCE_PREPAYER,0,0,9,0,0,1.2857142857142856,1.0,active,32023.53,0.0,32023.53,21637.52,36062.48,0.0,45438.72,7933.75,LOW,0,0
ACC-2033734,"Lim, Karen",3,TUBOD,SUZUKI,RAIDER 150 FI,Underbone,121400.0,21400.0,100000.0,2,24,1.48,148000.0,6166.67,4,20,0.167,62500.0,0.099,BPO / Tech / Remote Specialist,Owned (Clean Land Title),2.6,Married,3,GCash / Maya,ADVANCE_PREPAYER,0,0,5,0,0,1.25,1.0,active,30833.35,0.0,30833.35,20833.34,79166.66,0.0,99749.99,17416.67,LOW,0,0
ACC-2033735,"De Leon, Marilou",1,LALA,SUZUKI,RAIDER 150 FI,Underbone,121400.0,32900.0,88500.0,3,36,1.72,152220.0,4228.33,23,13,0.639,29600.0,0.143,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,6.8,Married,0,GCash / Maya,PRIME_CONSISTENT,1,0,3,0,0,0.95,0.846,active,92389.01,0.0,92389.01,53714.54,34785.46,0.0,51482.48,8348.51,LOW,0,0
ACC-2033736,"Salazar, Rowena",1,LALA,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,83400.0,16600.0,66800.0,1,12,1.26,84168.0,7014.0,12,0,1.0,22200.0,0.316,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),23.5,Single,0,GCash / Maya,PRIME_CONSISTENT,0,0,2,1,0,0.99,0.911,active,83326.32,200.0,83126.32,65973.27,826.73,0.0,1223.56,0.0,LOW,0,0
ACC-2033737,"Tan, Jerome",2,KAPATAGAN,HONDA,ADV160,Adventure Scooter,166900.0,18600.0,148300.0,2,24,1.48,219484.0,9145.17,21,3,0.875,64900.0,0.141,Healthcare / Nurse / Medical Staff,Rented House / Apartment,15.1,Married,2,GCash / Maya,PRIME_CONSISTENT,2,0,2,1,0,0.96,0.896,active,184366.63,200.0,184166.63,124436.91,23863.09,0.0,35317.37,0.0,LOW,0,0
ACC-2033738,"De Leon, Bernadette",2,KAPATAGAN,HONDA,CLICK 160,Maxi-Scooter,138000.0,21100.0,116900.0,1,12,1.26,147294.0,12274.5,10,2,0.833,62000.0,0.198,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),4.1,Married,5,Field Agent Collector,PRIME_CONSISTENT,0,0,2,0,0,0.96,0.922,active,117835.2,0.0,117835.2,93520.0,23380.0,0.0,29458.8,0.0,LOW,0,0
ACC-2033739,"Macapagal, Maricel",2,KAPATAGAN,KAWASAK,P24KK,Backbone/Tricycle,62000.0,7100.0,54900.0,2,24,1.48,81252.0,3385.5,11,13,0.458,55700.0,0.061,Government / Public Teacher / Uniformed,Owned (Clean Land Title),3.1,Married,0,GCash / Maya,PRIME_CONSISTENT,1,0,11,0,0,1.0,0.948,active,37240.5,0.0,37240.5,25162.5,29737.5,0.0,37469.25,6542.25,MEDIUM,0,1
ACC-2033740,"Ramos, Gemma",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,126900.0,28700.0,98200.0,2,24,1.48,145336.0,6055.67,4,20,0.167,22100.0,0.274,Retail Store / Security / Service Crew,Rented House / Apartment,1.1,Married,2,Cash at Counter,CHRONIC_OVERDUE,0,0,0,4,2,0.7,0.433,delinquent,16955.88,800.0,16155.880000000001,10916.14,87283.86,12511.34,109977.66,19202.45,LOW,1,0
